,firsts,lasts,lifespans,mentions
ܦܠܣܛܐ,575.0,575.0,0.0,2
ܦܠܣܪ,325.0,575.0,250.0,7
ܦܠܩܐ,350.0,950.0,600.0,5
ܦܠܩܝܐ,560.0,775.0,215.0,8
ܦܢܛܐ,575.0,1150.0,575.0,24
ܦܢܛܩܘܣܛܐ,400.0,1375.0,975.0,150
ܦܢܩܝܬܐ,350.0,2006.0,1656.0,201
ܦܣܘܟܦܘܠܘܢ,525.0,525.0,0.0,1
ܦܣܛܝܠܐ,950.0,950.0,0.0,1
ܦܣܛܝܡܐ,950.0,950.0,0.0,2
ܦܣܝܟܝܐ,500.0,500.0,0.0,1
ܦܣܝܢܘܣ,665.0,1025.0,360.0,3
ܦܣܝܣ,825.0,1800.0,975.0,18
ܦܣܠܘ,675.0,675.0,0.0,1
ܦܣܡܘܣ,1025.0,1025.0,0.0,2
ܦܣܢܣ,450.0,1850.0,1400.0,3
ܦܣܩܝܬܐ,400.0,950.0,550.0,20
ܦܦܝܐ,500.0,1957.0,1457.0,16
ܦܪܓܠܐ,350.0,1250.0,900.0,105
ܦܪܕܐ,350.0,1950.0,1600.0,91
ܦܪܕܝܣܩܐ,500.0,1234.0,734.0,10
ܦܪܗܢܝܛܝܣ,850.0,950.0,100.0,2
ܦܪܗܢܝܛܝܩܘ,850.0,850.0,0.0,1
ܦܪܗܣܝܐ,325.0,1950.0,1625.0,561
ܦܪܘܐܣܛܝܘܢ,500.0,500.0,0.0,2
ܦܪܘܒܐܛܝܩܝ,950.0,950.0,0.0,2
ܦܪܘܕܝܛܝ,675.0,1994.0,1319.0,5
ܦܪܘܟܝܪܘܣ,1025.0,1025.0,0.0,10
ܦܪܘܡܝܘܢ,450.0,1693.0,1243.0,15
ܦܪܘܡܝܩܪܐ,525.0,525.0,0.0,2
ܦܪܘܣ,125.0,2006.0,1881.0,2312
ܦܪܘܣܕܘܬܐ,775.0,775.0,0.0,2
ܦܪܘܣܛܣܝܐ,500.0,950.0,450.0,5
ܦܪܘܣܦܘܢܣܐ,525.0,525.0,0.0,2
ܦܪܘܣܦܘܢܣܝܣ,525.0,550.0,25.0,8
ܦܪܘܣܦܘܪܝܩܐ,700.0,700.0,0.0,4
ܦܪܘܩܣܐ,675.0,675.0,0.0,1
ܦܪܘܬܐܘܪܝܐ,950.0,950.0,0.0,1
ܦܪܛܘܪܝܢ,400.0,950.0,550.0,40
ܦܪܝܐܩܛܝܩܐ,775.0,775.0,0.0,1
ܦܪܝܡܒܘܠܐ,575.0,575.0,0.0,2
ܦܪܝܡܝܩܪܐ,518.0,518.0,0.0,1
ܦܪܝܣܛܝܪ,950.0,1250.0,300.0,7
ܦܪܟܣܝܡܝܣܛܝܩܘ,950.0,950.0,0.0,1
ܦܪܡܘܢܪܐ,450.0,1222.0,772.0,28
ܦܪܡܢܝܕܝܣ,1250.0,1250.0,0.0,3
ܦܪܢܣ,125.0,1693.0,1568.0,653
ܦܪܣܛܓܡܐ,500.0,950.0,450.0,17
ܦܪܣܝܘܢ,350.0,1250.0,900.0,6
ܦܪܣܝܢܐ,775.0,950.0,175.0,11
ܦܪܣܦܘܢܝܣܝܣ,575.0,575.0,0.0,6
ܦܪܦܐ,500.0,950.0,450.0,7
ܦܪܦܘܣܝܛܐ,675.0,675.0,0.0,4
ܦܪܨܘܦܐ,350.0,2007.0,1657.0,3839
ܦܪܩܘܢ,350.0,775.0,425.0,7
ܦܪܩܛܐ,785.0,950.0,165.0,5
ܦܪܩܛܝܩܘܣ,575.0,575.0,0.0,2
ܦܪܩܠܝܛܐ,350.0,1950.0,1600.0,347
ܦܪܬܢܝܘܣ,550.0,550.0,0.0,1
ܦܬܝܣܝܣ,850.0,1500.0,650.0,14
ܨܘܕܪܐ,375.0,950.0,575.0,18
ܩܐܘܣܘܣ,850.0,1250.0,400.0,4
ܩܐܛܐ,450.0,950.0,500.0,11
ܩܐܛܐܩܐܢܝܢ,701.0,701.0,0.0,2
ܩܐܪܒܘܣ,1250.0,1250.0,0.0,1
ܩܐܪܘܡܛܝܛܝܢ,525.0,525.0,0.0,2
ܩܐܪܣܐ,325.0,1994.0,1669.0,230
ܩܐܬܘܠܝܩܐ,500.0,1250.0,750.0,79
ܩܒܘܬܐ,325.0,1950.0,1625.0,631
ܩܗܪܐܢܘܣ,950.0,1250.0,300.0,2
ܩܘܐܬܘܣ,950.0,950.0,0.0,3
ܩܘܒܒܐ,850.0,950.0,100.0,3
ܩܘܒܝܢܐ,850.0,950.0,100.0,10
ܩܘܒܪܢܝܛܐ,350.0,1851.0,1501.0,55
ܩܘܛܘܠܐ,950.0,950.0,0.0,1
ܩܘܠܐ,450.0,1850.0,1400.0,107
ܩܘܠܘܢܐ,775.0,850.0,75.0,3
ܩܘܠܘܢܝܐ,793.0,1250.0,457.0,7
ܩܘܡܘܙ,950.0,1250.0,300.0,4
ܩܘܡܛܝܢ,518.0,775.0,257.0,5
ܩܘܡܠܪܟܝܐ,539.0,539.0,0.0,1
ܩܘܢܓܐ,450.0,950.0,500.0,10
ܩܘܢܕ,375.0,1500.0,1125.0,167
ܩܘܢܕܝܢܘܣ,375.0,1500.0,1125.0,132
ܩܘܢܕܪܘܓ,950.0,1500.0,550.0,2
ܩܘܢܘܡܘܢ,550.0,550.0,0.0,1
ܩܘܢܘܣ,700.0,1250.0,550.0,13
ܩܘܢܝܐ,560.0,1234.0,674.0,12
ܩܘܢܝܘܢ,375.0,950.0,575.0,15
ܩܘܢܝܢ,500.0,950.0,450.0,5
ܩܘܦܝܘܢ,950.0,950.0,0.0,2
ܩܘܦܝܢܐ,350.0,1375.0,1025.0,41
ܩܘܦܢܕܝܪܐ,350.0,350.0,0.0,2
ܩܘܦܪܐ,675.0,1222.0,547.0,4
ܩܘܦܪܝܢܘܢ,950.0,950.0,0.0,1
ܩܘܩܘܣ,775.0,1234.0,459.0,4
ܩܘܩܢܘܣ,125.0,1250.0,1125.0,18
ܩܘܪܝܐ,325.0,2006.0,1681.0,736
ܩܘܪܝܩܐ,519.0,1234.0,715.0,27
ܩܘܪܝܩܣܘ,500.0,500.0,0.0,1
ܩܘܪܩܣܘܪ,500.0,500.0,0.0,12
ܩܛܐܡܢܘܢ,675.0,675.0,0.0,1
ܩܛܓܪܢܐ,400.0,1300.0,900.0,45
ܩܛܓܪܢܘܬܐ,350.0,1693.0,1343.0,55
ܩܛܓܪܦܐ,450.0,950.0,500.0,10
ܩܛܕܝܩܐ,675.0,1300.0,625.0,10
ܩܛܝܟܣܝܣ,575.0,575.0,0.0,3
ܩܛܣܛܣܝܣ,450.0,1250.0,800.0,51
ܩܛܪܓ,350.0,1500.0,1150.0,633
ܩܛܪܕܡܘܢ,550.0,550.0,0.0,1
ܩܛܪܝܢ,350.0,1375.0,1025.0,36
ܩܝܘܢܘܢ,540.0,540.0,0.0,3
ܩܝܛܘܢܐ,350.0,1375.0,1025.0,18
ܩܝܣ,350.0,1800.0,1450.0,214
ܩܝܣܘܪܐ,950.0,1250.0,300.0,5
ܩܝܪ,325.0,1907.0,1582.0,53
ܩܝܪܐ,450.0,1250.0,800.0,33
ܩܝܪܣܘܣ,850.0,950.0,100.0,2
ܩܝܬܪܐ,125.0,1994.0,1869.0,213
ܩܝܬܪܘܕܐ,375.0,1250.0,875.0,24
ܩܠܘܒܝܐ,475.0,1250.0,775.0,24
ܩܠܘܕܝܢܘܣ,525.0,950.0,425.0,15
ܩܠܝܕܐ,325.0,1994.0,1669.0,329
ܩܠܝܡܝܐ,675.0,675.0,0.0,1
ܩܠܡܝܪܐ,675.0,675.0,0.0,2
ܩܠܣ,350.0,1994.0,1644.0,489
ܩܠܦܢܕܪ,850.0,1375.0,525.0,7
ܩܠܩܕܝܣ,950.0,1250.0,300.0,4
ܩܠܩܢܬܝܣ,1250.0,1250.0,0.0,2
ܩܠܪܝܢ,675.0,675.0,0.0,1
ܩܡܝܢܐ,575.0,1693.0,1118.0,11
ܩܡܦܛܘܣ,950.0,1150.0,200.0,6
ܩܢܕܝܢܘܣ,350.0,575.0,225.0,18
ܩܢܛܝܡܐ,950.0,1850.0,900.0,6
ܩܢܛܪܘܢ,650.0,1250.0,600.0,23
ܩܢܛܪܘܢܐ,325.0,1800.0,1475.0,115
ܩܢܛܪܘܦܘܣ,950.0,950.0,0.0,1
ܩܣܘܣ,675.0,775.0,100.0,36
ܩܣܛܐ,350.0,1250.0,900.0,87
ܩܣܛܪܘܡܐ,450.0,1234.0,784.0,65
ܩܣܝܢ,724.0,1234.0,510.0,4
ܩܣܪ,125.0,1250.0,1125.0,472
ܩܣܪܐ,375.0,1800.0,1425.0,25
ܩܣܪܝܘܢ,500.0,500.0,0.0,2
ܩܦܠ,325.0,1994.0,1669.0,94
ܩܦܠܐܘܢ,350.0,1693.0,1343.0,3234
ܩܦܠܝܘܢ,518.0,950.0,432.0,2
ܩܦܠܦܠܐ,350.0,950.0,600.0,3
ܩܦܣܩܝܢ,950.0,950.0,0.0,1
ܩܩܒܐ,675.0,950.0,275.0,10
ܩܩܘܐܝܬܝܣ,518.0,518.0,0.0,1
ܩܪܐܒܘܣ,1250.0,1250.0,0.0,2
ܩܪܘܣܛܠܘܣ,350.0,1250.0,900.0,32
ܩܪܛܐ,400.0,1693.0,1293.0,52
ܩܪܛܕܘܢ,575.0,575.0,0.0,2
ܩܪܝܛܝܩܘܣ,950.0,950.0,0.0,2
ܩܪܟܕܢܐ,350.0,1375.0,1025.0,26
ܩܪܣܐ,325.0,1075.0,750.0,37
ܩܪܦܝܕܐ,675.0,675.0,0.0,3
ܩܪܦܠܝܘܣ,580.0,580.0,0.0,1
ܩܪܩܘܪܐ,500.0,1375.0,875.0,81
ܩܬܪܣܝܣ,475.0,1693.0,1218.0,276
ܪܐܐ,125.0,1234.0,1109.0,158
ܪܓܐܘܣܐ,575.0,575.0,0.0,2
ܪܕܝܐ,325.0,2006.0,1681.0,827
ܪܗܒܘܢܐ,325.0,1950.0,1625.0,337
ܪܗܘܡܐ,375.0,1957.0,1582.0,1098
ܪܗܘܡܝܘܬܐ,500.0,850.0,350.0,5
ܪܗܛܢܐ,575.0,950.0,375.0,22
ܪܗܛܪܐ,375.0,1300.0,925.0,74
ܪܘܒܠܐ,850.0,950.0,100.0,11
ܪܘܕܝܢܘܢ,950.0,950.0,0.0,3
ܪܘܡܢܐ,350.0,1375.0,1025.0,166
ܪܘܣܘܣ,575.0,950.0,375.0,3
ܪܘܥܬܐ,350.0,1250.0,900.0,49
ܪܘܥܬܢܐ,850.0,950.0,100.0,3
ܪܚܝܐ,325.0,1800.0,1475.0,207
ܪܟܫܐ,350.0,1850.0,1500.0,684
ܪܡܟܐ,350.0,1375.0,1025.0,84
ܪܥܘܠܦܩܝܠܐ,575.0,575.0,0.0,16
ܫܐܝܠܘܬܐ,950.0,1500.0,550.0,2
ܫܒܪܝܐ,375.0,1375.0,1000.0,26
ܫܗܝܐ,350.0,1693.0,1343.0,70
ܫܗܝܬ,350.0,675.0,325.0,7
ܫܘܚܢܢܝܐ,850.0,850.0,0.0,1
ܫܘܫ,325.0,1800.0,1475.0,131
ܫܝܪ,350.0,1994.0,1644.0,93
ܫܠܘܚܝܐ,675.0,1907.0,1232.0,2
ܫܢܩ,350.0,1994.0,1644.0,220
ܬܐܛܪܘܢ,350.0,1300.0,950.0,160
ܬܐܡܢܘܣ,950.0,1250.0,300.0,39
ܬܓܐ,325.0,1994.0,1669.0,599
ܬܘܢܢܘܣ,1250.0,1250.0,0.0,3
ܬܘܪܝܩܐ,775.0,1150.0,375.0,5
ܬܘܪܡܣܐ,375.0,1250.0,875.0,6
ܬܘܬܐ,350.0,1994.0,1644.0,415
ܬܝܘܣ,500.0,675.0,175.0,3
ܬܡܝܗܘܬܐ,350.0,950.0,600.0,32
ܬܡܣܝܣ,1800.0,1800.0,0.0,2
ܬܢܘܒܘܬܐ,750.0,950.0,200.0,6
ܬܪܐ,350.0,1907.0,1557.0,152
ܬܪܘܢܘܣ,350.0,1850.0,1500.0,370
ܬܪܝܐ,350.0,1868.0,1518.0,46
ܬܪܝܩܐ,675.0,775.0,100.0,5
