,Column1,lexeme,syriac,glosses,etymologies,root,words,category,kaylo,origin_lang,origin_lang_word
1462,25704,"{'id': 28456, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28456.json'}",ܐܩܦܠܘܓܝܐ,"{'Greek': ['ἀπολογία'], 'English': ['speech in defence']}",{'Greek': ['ἀπολογία']},,"[{'id': 54830, 'uri': 'https://sedra.bethmardutho.org/api/word/54830.json'}]",noun,,Greek,ἀπολογία
1463,26817,"{'id': 29622, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29622.json'}",ܐܩܩܘܣ,{'English': ['blameless']},{'Greek': ['ἄκακος']},,"[{'id': 55996, 'uri': 'https://sedra.bethmardutho.org/api/word/55996.json'}]",adjective,,Greek,ἄκακος
1464,26819,"{'id': 29624, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29624.json'}",ܐܩܪܐ,{'English': ['a citadel']},{'Greek': ['ἄκρα']},,"[{'id': 55998, 'uri': 'https://sedra.bethmardutho.org/api/word/55998.json'}]",noun,,Greek,ἄκρα
1465,26824,"{'id': 29629, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29629.json'}",ܐܪܐܟܣܘܣ,{'English': ['Araxa']},{'Greek': ['Ἀράξης']},,"[{'id': 56003, 'uri': 'https://sedra.bethmardutho.org/api/word/56003.json'}]",noun,,Greek,Ἀράξης
1466,29999,"{'id': 32869, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/32869.json'}",ܐܪܒܝܠܝܩܘܢ,{'English': ['the guards']},{'Greek': ['βικίλιον']},,"[{'id': 59243, 'uri': 'https://sedra.bethmardutho.org/api/word/59243.json'}]",noun,,Greek,βικίλιον
1467,26833,"{'id': 29638, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29638.json'}",ܐܪܓܛܐ,{'English': ['laborers']},{'Greek': ['ἐργάτης']},,"[{'id': 56012, 'uri': 'https://sedra.bethmardutho.org/api/word/56012.json'}]",noun,,Greek,ἐργάτης
1468,26841,"{'id': 29646, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29646.json'}",ܐܪܕܝܘܢ,{'English': ['the sea-otter']},{'Greek': ['ἔνυδρις']},,"[{'id': 56020, 'uri': 'https://sedra.bethmardutho.org/api/word/56020.json'}]",noun,,Greek,ἔνυδρις
1469,26845,"{'id': 29650, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29650.json'}",ܐܪܕܩܘܦܐ,{'English': ['a baker']},{'Greek': ['ἀρτοκόπος']},,"[{'id': 56024, 'uri': 'https://sedra.bethmardutho.org/api/word/56024.json'}]",noun,,Greek,ἀρτοκόπος
1470,30150,"{'id': 33028, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/33028.json'}",ܐܪܘܣ,"{'English': ['priest, mountain']}",{'Greek': ['ἱερεύς']},,"[{'id': 59402, 'uri': 'https://sedra.bethmardutho.org/api/word/59402.json'}]",noun,,Greek,ἱερεύς
1471,26850,"{'id': 29655, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29655.json'}",ܐܪܘܣܝܐ,{'English': ['erotic']},{'Greek': ['ἔρως']},,"[{'id': 56029, 'uri': 'https://sedra.bethmardutho.org/api/word/56029.json'}]",adjective,,Greek,ἔρως
1472,26853,"{'id': 29658, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29658.json'}",ܐܪܙܘܢ,{'English': ['Arzanene']},{'Greek': ['Ἀρζανηνή']},,"[{'id': 56032, 'uri': 'https://sedra.bethmardutho.org/api/word/56032.json'}]",noun,,Greek,Ἀρζανηνή
1473,26862,"{'id': 29667, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29667.json'}",ܐܪܛܐܪܣ,{'English': ['the bronchial tubes']},{'Greek': ['ἀρτηρία']},,"[{'id': 56041, 'uri': 'https://sedra.bethmardutho.org/api/word/56041.json'}]",noun,,Greek,ἀρτηρία
1474,26858,"{'id': 29663, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29663.json'}",ܐܪܛܘܩܘܦ,{'English': ['bakers']},{'Greek': ['ἀρτοκόπος']},,"[{'id': 56037, 'uri': 'https://sedra.bethmardutho.org/api/word/56037.json'}]",noun,,Greek,ἀρτοκόπος
1475,26859,"{'id': 29664, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29664.json'}",ܐܪܛܝܓܢܐ,{'English': ['a long-billed wader']},{'Greek': ['ἀτταγήν']},,"[{'id': 56038, 'uri': 'https://sedra.bethmardutho.org/api/word/56038.json'}]",noun,,Greek,ἀτταγήν
1476,26860,"{'id': 29665, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29665.json'}",ܐܪܛܝܣܘܣ,{'English': ['Ariassus']},{'Greek': ['Ἀριασσός']},,"[{'id': 56039, 'uri': 'https://sedra.bethmardutho.org/api/word/56039.json'}]",noun,,Greek,Ἀριασσός
1477,26869,"{'id': 29674, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29674.json'}",ܐܪܝܢܙܘ,{'English': ['Nazianzus']},{'Greek': ['Nazianzus']},,"[{'id': 56048, 'uri': 'https://sedra.bethmardutho.org/api/word/56048.json'}]",noun,,Greek,Nazianzus
1478,26864,"{'id': 29669, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29669.json'}",ܐܪܝܢܝܣܐ,{'English': ['to be a follower of Arius']},{'Greek': ['Arius']},,"[{'id': 56043, 'uri': 'https://sedra.bethmardutho.org/api/word/56043.json'}]",verb,,Greek,Arius
1479,256,"{'id': 286, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/286.json'}",ܐܪܟܐ,{'English': ['principality']},{'Greek': ['ἀρχή']},"{'id': 211, 'uri': 'https://sedra.bethmardutho.org/api/root/211.json'}","[{'id': 1900, 'uri': 'https://sedra.bethmardutho.org/api/word/1900.json'}, {'id': 1897, 'uri': 'https://sedra.bethmardutho.org/api/word/1897.json'}, {'id': 1898, 'uri': 'https://sedra.bethmardutho.org/api/word/1898.json'}, {'id': 1899, 'uri': 'https://sedra.bethmardutho.org/api/word/1899.json'}]",noun,,Greek,ἀρχή
1480,26874,"{'id': 29679, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29679.json'}",ܐܪܟܐܪܐ,{'English': ['chief priest']},{'Greek': ['ἀρχιερεύς']},,"[{'id': 56053, 'uri': 'https://sedra.bethmardutho.org/api/word/56053.json'}]",noun,,Greek,ἀρχιερεύς
1481,257,"{'id': 287, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/287.json'}",ܐܪܟܘܢܐ,"{'English': ['ruler', 'magistrate', 'captain', 'ruler, governor.']}",{'Greek': ['ἄρχων']},"{'id': 211, 'uri': 'https://sedra.bethmardutho.org/api/root/211.json'}","[{'id': 1903, 'uri': 'https://sedra.bethmardutho.org/api/word/1903.json'}, {'id': 1904, 'uri': 'https://sedra.bethmardutho.org/api/word/1904.json'}, {'id': 1901, 'uri': 'https://sedra.bethmardutho.org/api/word/1901.json'}, {'id': 1902, 'uri': 'https://sedra.bethmardutho.org/api/word/1902.json'}, {'id': 1905, 'uri': 'https://sedra.bethmardutho.org/api/word/1905.json'}, {'id': 1906, 'uri': 'https://sedra.bethmardutho.org/api/word/1906.json'}, {'id': 1907, 'uri': 'https://sedra.bethmardutho.org/api/word/1907.json'}]",noun,,Greek,ἄρχων
1482,26879,"{'id': 29684, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29684.json'}",ܐܪܟܝܕܝܩܘܢܝܐ,{'English': ['archidiaconal functions']},{'Greek': ['ἀρχιδιάκονος']},,"[{'id': 56058, 'uri': 'https://sedra.bethmardutho.org/api/word/56058.json'}]",noun,,Greek,ἀρχιδιάκονος
1483,26880,"{'id': 29685, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29685.json'}",ܐܪܟܝܘܛܐ,{'English': ['chief magistrate']},{'Greek': ['ἀρχειώτης']},,"[{'id': 56059, 'uri': 'https://sedra.bethmardutho.org/api/word/56059.json'}]",noun,,Greek,ἀρχειώτης
1484,26881,"{'id': 29686, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29686.json'}",ܐܪܟܝܛܩܛܘܢ,{'English': ['an architect']},{'Greek': ['ἀρχιτέκτων']},,"[{'id': 56060, 'uri': 'https://sedra.bethmardutho.org/api/word/56060.json'}]",noun,,Greek,ἀρχιτέκτων
1485,9196,"{'id': 10302, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/10302.json'}",ܐܪܟܝܛܪܘܣ,"{'English': ['chief physician'], 'Arabic': ['رئيس الأطباء'], 'French': ['chef des médecins']}",{'Greek': ['ἀρχιατρός']},,"[{'id': 51062, 'uri': 'https://sedra.bethmardutho.org/api/word/51062.json'}, {'id': 38111, 'uri': 'https://sedra.bethmardutho.org/api/word/38111.json'}]",noun,,Greek,ἀρχιατρός
1486,266,"{'id': 296, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/296.json'}",ܐܪܡܢܘܢ,"{'Arabic': ['أدوات (مركب)', 'صار', 'شراع', 'دفة (مركب)'], 'French': ['agrès', 'mât', 'voile', 'gouvernail'], 'English': ['foresail', 'tackle', 'sail, ship’s tackle.']}",{'Greek': ['ἄρμενον']},"{'id': 218, 'uri': 'https://sedra.bethmardutho.org/api/root/218.json'}","[{'id': 1935, 'uri': 'https://sedra.bethmardutho.org/api/word/1935.json'}, {'id': 42484, 'uri': 'https://sedra.bethmardutho.org/api/word/42484.json'}, {'id': 1936, 'uri': 'https://sedra.bethmardutho.org/api/word/1936.json'}]",noun,,Greek,ἄρμενον
1487,26889,"{'id': 29694, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29694.json'}",ܐܪܢ,{'English': ['Albania']},{'Greek': ['Ἀλβανός']},,"[{'id': 56068, 'uri': 'https://sedra.bethmardutho.org/api/word/56068.json'}]",noun,,Greek,Ἀλβανός
1488,26893,"{'id': 29698, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29698.json'}",ܐܪܢܛܪܘܬ,{'English': ['the art of training birds']},{'Greek': ['ὄρνις']},,"[{'id': 56072, 'uri': 'https://sedra.bethmardutho.org/api/word/56072.json'}]",noun,,Greek,ὄρνις
1489,26901,"{'id': 29706, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29706.json'}",ܐܪܦܢܛܪܦܝܘܢ,{'English': ['an Orphan Asylum']},{'Greek': ['ὀρφανοτροφεῖον']},,"[{'id': 56080, 'uri': 'https://sedra.bethmardutho.org/api/word/56080.json'}]",noun,,Greek,ὀρφανοτροφεῖον
1490,26902,"{'id': 29707, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29707.json'}",ܐܪܦܢܛܪܦܣ,{'English': ['warden of the orphanage']},{'Greek': ['ὀρφανοτρόφος']},,"[{'id': 56081, 'uri': 'https://sedra.bethmardutho.org/api/word/56081.json'}]",noun,,Greek,ὀρφανοτρόφος
1491,26903,"{'id': 29708, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29708.json'}",ܐܪܩܐ,{'English': ['Arca']},{'Greek': ['Ἄρκη']},,"[{'id': 56082, 'uri': 'https://sedra.bethmardutho.org/api/word/56082.json'}]",noun,,Greek,Ἄρκη
1492,26906,"{'id': 29711, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29711.json'}",ܐܪܩܛܝܩܘܣ,{'English': ['the Arctic zone']},{'Greek': ['ἀρκτικός']},,"[{'id': 56085, 'uri': 'https://sedra.bethmardutho.org/api/word/56085.json'}]",noun,,Greek,ἀρκτικός
1493,26908,"{'id': 29713, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29713.json'}",ܐܪܩܠܝܛܘܣ,{'English': ['Heraclitus']},{'Greek': ['Ἡράκλειτος']},,"[{'id': 56087, 'uri': 'https://sedra.bethmardutho.org/api/word/56087.json'}]",noun,,Greek,Ἡράκλειτος
1494,26910,"{'id': 29715, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29715.json'}",ܐܪܬܘܣܝܐܕܐ,{'English': ['Orthosias']},{'Greek': ['Ὀρθωσία']},,"[{'id': 56089, 'uri': 'https://sedra.bethmardutho.org/api/word/56089.json'}]",noun,,Greek,Ὀρθωσία
1495,30502,"{'id': 33386, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/33386.json'}",ܐܪܬܝܡܘܣ,{'Latin': ['numerus']},{'Greek': ['ἀριθμός']},,"[{'id': 59760, 'uri': 'https://sedra.bethmardutho.org/api/word/59760.json'}]",noun,,Greek,ἀριθμός
1496,30153,"{'id': 33031, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/33031.json'}",ܐܬܐܣ,{'English': ['God']},{'Greek': ['θεός']},,"[{'id': 59405, 'uri': 'https://sedra.bethmardutho.org/api/word/59405.json'}]",noun,,Greek,θεός
1497,26921,"{'id': 29727, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29727.json'}",ܐܬܠܝܒܝܣ,{'English': ['Atrib']},{'Greek': ['Ἄθλιβις']},,"[{'id': 56101, 'uri': 'https://sedra.bethmardutho.org/api/word/56101.json'}]",noun,,Greek,Ἄθλιβις
1498,26930,"{'id': 29736, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29736.json'}",ܐܬܬܝܣ,{'English': ['Attic']},{'Greek': ['Ἀτθίς']},,"[{'id': 56110, 'uri': 'https://sedra.bethmardutho.org/api/word/56110.json'}]",noun,,Greek,Ἀτθίς
1499,26925,"{'id': 29731, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29731.json'}",ܒܐܒܕܝܐ,{'English': ['in like manner']},{'Greek': ['ἰδέα']},,"[{'id': 56105, 'uri': 'https://sedra.bethmardutho.org/api/word/56105.json'}]",adverb,,Greek,ἰδέα
1500,15181,"{'id': 16476, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/16476.json'}",ܒܐܛܘܣ,"{'English': ['common bramble'], 'Latin': ['rubus vulgaris']}",{'Greek': ['βάτος']},,"[{'id': 42850, 'uri': 'https://sedra.bethmardutho.org/api/word/42850.json'}]",noun,,Greek,βάτος
1501,26934,"{'id': 29740, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29740.json'}",ܒܐܝܘܣ,{'English': ['violence']},{'Greek': ['Bias']},,"[{'id': 56114, 'uri': 'https://sedra.bethmardutho.org/api/word/56114.json'}]",noun,,Greek,Bias
1502,26936,"{'id': 29742, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29742.json'}",ܒܐܟܐ,{'English': ['cough']},{'Greek': ['βήξ']},,"[{'id': 56116, 'uri': 'https://sedra.bethmardutho.org/api/word/56116.json'}]",noun,,Greek,βήξ
1503,26938,"{'id': 29744, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29744.json'}",ܒܐܟܣܝܣ,{'English': ['a statement']},{'Greek': ['βάξις']},,"[{'id': 56118, 'uri': 'https://sedra.bethmardutho.org/api/word/56118.json'}]",noun,,Greek,βάξις
1504,26939,"{'id': 29745, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29745.json'}",ܒܐܠܐܩܐ,{'English': ['an isle in the Red Sea']},{'Greek': ['Βαλάκα']},,"[{'id': 56119, 'uri': 'https://sedra.bethmardutho.org/api/word/56119.json'}]",noun,,Greek,Βαλάκα
1505,26941,"{'id': 29747, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29747.json'}",ܒܐܠܐܩܘܣ,{'English': ['the pelican']},{'Greek': ['πελεκάν']},,"[{'id': 56121, 'uri': 'https://sedra.bethmardutho.org/api/word/56121.json'}]",noun,,Greek,πελεκάν
1506,5834,"{'id': 6922, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/6922.json'}",ܒܐܡܐ,"{'English': ['bema.', '(also <span class=""selectableFont"">ܒܝܡ</span>) judgment seat']}",{'Greek': ['βῆμα']},,"[{'id': 32599, 'uri': 'https://sedra.bethmardutho.org/api/word/32599.json'}]",noun,,Greek,βῆμα
1507,26946,"{'id': 29752, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29752.json'}",ܒܐܣܐ,{'English': ['Bassa']},{'Greek': ['Βάσσα']},,"[{'id': 56126, 'uri': 'https://sedra.bethmardutho.org/api/word/56126.json'}]",noun,,Greek,Βάσσα
1508,26955,"{'id': 29761, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29761.json'}",ܒܒܠܝܬܩܐ,{'English': ['a library']},{'Greek': ['βιβλιοθήκη']},,"[{'id': 56135, 'uri': 'https://sedra.bethmardutho.org/api/word/56135.json'}]",noun,,Greek,βιβλιοθήκη
1509,30002,"{'id': 32872, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/32872.json'}",ܒܕܣܛܐ,{'English': ['a trotting horse']},{'Greek': ['βαδιστής']},,"[{'id': 59246, 'uri': 'https://sedra.bethmardutho.org/api/word/59246.json'}]",noun,,Greek,βαδιστής
1510,26973,"{'id': 29779, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29779.json'}",ܒܗܠܘܢܝ,{'English': ['a sharpnosed pike']},{'Greek': ['βελόνη']},,"[{'id': 56153, 'uri': 'https://sedra.bethmardutho.org/api/word/56153.json'}]",noun,,Greek,βελόνη
1511,26978,"{'id': 29784, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29784.json'}",ܒܘܐܬܘܣ,{'English': ['assistant']},{'Greek': ['βοηθός']},,"[{'id': 56158, 'uri': 'https://sedra.bethmardutho.org/api/word/56158.json'}]",noun,,Greek,βοηθός
1512,26979,"{'id': 29785, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29785.json'}",ܒܘܐܬܝܐ,{'English': ['auxiliary']},{'Greek': ['βοήθεια']},,"[{'id': 56159, 'uri': 'https://sedra.bethmardutho.org/api/word/56159.json'}]",adjective,,Greek,βοήθεια
1513,26980,"{'id': 29786, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29786.json'}",ܒܘܒܘ,{'English': ['wild oxen (abbr.)']},{'Greek': ['βούβαλος']},,"[{'id': 56160, 'uri': 'https://sedra.bethmardutho.org/api/word/56160.json'}]",noun,,Greek,βούβαλος
1514,26981,"{'id': 29787, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29787.json'}",ܒܘܒܘܢܐܢܘܢ,{'English': ['Bubona']},{'Greek': ['βουβών']},,"[{'id': 56161, 'uri': 'https://sedra.bethmardutho.org/api/word/56161.json'}]",noun,,Greek,βουβών
1515,13210,"{'id': 14338, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/14338.json'}",ܒܘܠܐ,"{'English': ['senate', 'council.']}",{'Greek': ['βουλή']},,"[{'id': 37810, 'uri': 'https://sedra.bethmardutho.org/api/word/37810.json'}, {'id': 2409, 'uri': 'https://sedra.bethmardutho.org/api/word/2409.json'}]",noun,,Greek,βουλή
1516,4181,"{'id': 5264, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/5264.json'}",ܒܘܠܘܛܐ,"{'English': ['councillor', 'senator', 'counselor, senator.']}",{'Greek': ['βουλευτής']},,"[{'id': 52236, 'uri': 'https://sedra.bethmardutho.org/api/word/52236.json'}, {'id': 36423, 'uri': 'https://sedra.bethmardutho.org/api/word/36423.json'}, {'id': 2410, 'uri': 'https://sedra.bethmardutho.org/api/word/2410.json'}]",noun,,Greek,βουλευτής
1517,26990,"{'id': 29796, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29796.json'}",ܒܘܠܘܣ,{'English': ['a clod']},{'Greek': ['βῶλος']},,"[{'id': 56170, 'uri': 'https://sedra.bethmardutho.org/api/word/56170.json'}]",noun,,Greek,βῶλος
1518,26996,"{'id': 29802, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29802.json'}",ܒܘܢܐ,{'English': ['malt']},{'Greek': ['βύνη']},,"[{'id': 56176, 'uri': 'https://sedra.bethmardutho.org/api/word/56176.json'}]",noun,,Greek,βύνη
1519,26997,"{'id': 29803, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29803.json'}",ܒܘܢܐܣܘܣ,{'English': ['wild ox']},{'Greek': ['βόνασος']},,"[{'id': 56177, 'uri': 'https://sedra.bethmardutho.org/api/word/56177.json'}]",noun,,Greek,βόνασος
1520,27004,"{'id': 29810, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29810.json'}",ܒܘܩܠܐ,{'English': ['a wide-mouthed bottle']},{'Greek': ['βαύκαλις']},,"[{'id': 56184, 'uri': 'https://sedra.bethmardutho.org/api/word/56184.json'}]",noun,,Greek,βαύκαλις
1521,27008,"{'id': 29814, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29814.json'}",ܒܘܪܐܣ,"{'English': ['Boreas, the North wind']}",{'Greek': ['Βορέας']},,"[{'id': 56188, 'uri': 'https://sedra.bethmardutho.org/api/word/56188.json'}]",noun,,Greek,Βορέας
1522,320,"{'id': 357, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/357.json'}",ܒܘܪܣܝܐ,"{'Arabic': ['دباغ'], 'French': ['corroyeur'], 'English': ['tanner', 'tanner.']}",{'Greek': ['βυρσεύς']},"{'id': 255, 'uri': 'https://sedra.bethmardutho.org/api/root/255.json'}","[{'id': 2470, 'uri': 'https://sedra.bethmardutho.org/api/word/2470.json'}, {'id': 52292, 'uri': 'https://sedra.bethmardutho.org/api/word/52292.json'}]",noun,,Greek,βυρσεύς
1523,27115,"{'id': 29921, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29921.json'}",ܒܝܒܠܐ,{'English': ['papyrus']},{'Greek': ['βιβλίον']},,"[{'id': 56295, 'uri': 'https://sedra.bethmardutho.org/api/word/56295.json'}]",noun,,Greek,βιβλίον
1524,27116,"{'id': 29922, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29922.json'}",ܒܝܒܠܝܘܢ,{'English': ['a book']},{'Greek': ['βιβλίον']},,"[{'id': 56296, 'uri': 'https://sedra.bethmardutho.org/api/word/56296.json'}]",noun,,Greek,βιβλίον
1525,27126,"{'id': 29932, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29932.json'}",ܒܝܛܠܐ,"{'English': ['stuttering, dumb']}",{'Greek': ['βάταλος']},,"[{'id': 56306, 'uri': 'https://sedra.bethmardutho.org/api/word/56306.json'}]",adjective,,Greek,βάταλος
1526,27127,"{'id': 29933, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29933.json'}",ܒܝܠܪܝܢ,"{'English': ['veil, curtain']}",{'Greek': ['velarium']},,"[{'id': 56307, 'uri': 'https://sedra.bethmardutho.org/api/word/56307.json'}]",noun,,Greek,velarium
1527,11527,"{'id': 12649, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/12649.json'}",ܒܝܡ,"{'English': ['Kth. Gospel stand.', 'judgment seat', 'Kth. Gospel stand.', 'judgment seat', 'judgement-seat', 'tribunal', 'part of a church', 'throne (of bishop)', 'throne (of bishop)', 'part of a church']}",{'Greek': ['βῆμα']},,"[{'id': 2626, 'uri': 'https://sedra.bethmardutho.org/api/word/2626.json'}, {'id': 32816, 'uri': 'https://sedra.bethmardutho.org/api/word/32816.json'}, {'id': 36189, 'uri': 'https://sedra.bethmardutho.org/api/word/36189.json'}]",noun,,Greek,βῆμα
1528,7259,"{'id': 8356, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/8356.json'}",ܒܝܪܘܢܐ,{'English': ['cloak (esp. of a bishop).']},{'Greek': ['βηρίον']},,"[{'id': 39119, 'uri': 'https://sedra.bethmardutho.org/api/word/39119.json'}, {'id': 52362, 'uri': 'https://sedra.bethmardutho.org/api/word/52362.json'}]",noun,,Greek,βηρίον
1529,27042,"{'id': 29848, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29848.json'}",ܒܝܬ ܕܝܘܩܢܝܩܘܢ,{'English': ['the sacristy']},{'Greek': ['διακονικός']},,"[{'id': 56222, 'uri': 'https://sedra.bethmardutho.org/api/word/56222.json'}]",noun,,Greek,διακονικός
1530,27060,"{'id': 29866, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29866.json'}",ܒܝܬ ܠܛܘܡܝܐ,{'English': ['a quarry']},{'Greek': ['λατομία']},,"[{'id': 56240, 'uri': 'https://sedra.bethmardutho.org/api/word/56240.json'}]",noun,,Greek,λατομία
1531,27097,"{'id': 29903, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29903.json'}",ܒܝܬ ܫܗܪܐ,{'English': ['a part of the church']},{'Greek': ['νάρθηξ']},,"[{'id': 56277, 'uri': 'https://sedra.bethmardutho.org/api/word/56277.json'}]",noun,,Greek,νάρθηξ
1532,23512,"{'id': 26076, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/26076.json'}",ܒܠܗܦܐܪܘܟܣܘܣܛܘܢ,[],{'Greek': ['βλεφάρου ξύστον']},,"[{'id': 52450, 'uri': 'https://sedra.bethmardutho.org/api/word/52450.json'}]",noun,,Greek,βλεφάρου ξύστον
1533,23516,"{'id': 26080, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/26080.json'}",ܒܠܗܦܐܪܘܢ,[],{'Greek': ['βλέφαρον']},,"[{'id': 52454, 'uri': 'https://sedra.bethmardutho.org/api/word/52454.json'}]",noun,,Greek,βλέφαρον
1534,27135,"{'id': 29942, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29942.json'}",ܒܠܛܘܠܪܐ,{'English': ['Keeper of the archives']},{'Greek': ['χαρτουλάριος']},,"[{'id': 56316, 'uri': 'https://sedra.bethmardutho.org/api/word/56316.json'}]",noun,,Greek,χαρτουλάριος
1535,27139,"{'id': 29946, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29946.json'}",ܒܠܡܘܢ,{'English': ['Blemmyes']},{'Greek': ['Blemmyae']},,"[{'id': 56320, 'uri': 'https://sedra.bethmardutho.org/api/word/56320.json'}]",noun,,Greek,Blemmyae
1536,12761,"{'id': 13888, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/13888.json'}",ܒܠܢܐ,{'English': ['bath-house.']},{'Greek': ['βαλανεῖον']},,"[{'id': 34840, 'uri': 'https://sedra.bethmardutho.org/api/word/34840.json'}, {'id': 34972, 'uri': 'https://sedra.bethmardutho.org/api/word/34972.json'}, {'id': 38221, 'uri': 'https://sedra.bethmardutho.org/api/word/38221.json'}, {'id': 52493, 'uri': 'https://sedra.bethmardutho.org/api/word/52493.json'}]",noun,,Greek,βαλανεῖον
1538,27147,"{'id': 29955, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29955.json'}",ܒܠܫܦܪ,{'English': ['Belasfar']},{'Greek': ['Βολογεσίφορα']},,"[{'id': 56329, 'uri': 'https://sedra.bethmardutho.org/api/word/56329.json'}]",noun,,Greek,Βολογεσίφορα
1539,27161,"{'id': 29969, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29969.json'}",ܒܣܛܪܢܝܢ,{'English': ['a litter']},{'Greek': ['βαστέρνιον']},,"[{'id': 56343, 'uri': 'https://sedra.bethmardutho.org/api/word/56343.json'}]",noun,,Greek,βαστέρνιον
1540,27164,"{'id': 29972, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29972.json'}",ܒܣܠܝܐ,{'English': ['kingdom']},{'Greek': ['βασιλεία']},,"[{'id': 56346, 'uri': 'https://sedra.bethmardutho.org/api/word/56346.json'}]",noun,,Greek,βασιλεία
1541,30163,"{'id': 33041, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/33041.json'}",ܒܩܘܝܐ,{'English': ['lasting']},{'Greek': ['μόνιμος']},,"[{'id': 59415, 'uri': 'https://sedra.bethmardutho.org/api/word/59415.json'}]",adjective,,Greek,μόνιμος
