,Column1,lexeme,syriac,glosses,etymologies,root,words,category,kaylo,origin_lang,origin_lang_word
478,24450,"{'id': 27154, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27154.json'}",ܐܘܦܐܪܟܘ,"{'Greek': ['ὕπαρχοι'], 'English': ['subordinate commanders, lieutenants']}",{'Greek': ['ὕπαρχος']},,"[{'id': 53528, 'uri': 'https://sedra.bethmardutho.org/api/word/53528.json'}]",noun,,Greek,ὕπαρχος
479,24451,"{'id': 27155, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27155.json'}",ܐܘܦܐܪܟܘܢܝܗ,"{'Greek': ['ἐπαρχία'], 'English': ['the government of a commander, the district governed by a commander']}",{'Greek': ['ἐπαρχία']},,"[{'id': 53529, 'uri': 'https://sedra.bethmardutho.org/api/word/53529.json'}]",noun,,Greek,ἐπαρχία
480,24452,"{'id': 27156, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27156.json'}",ܐܘܦܐܪܟܣܝܣ,"{'Greek': ['ὕπαρξις'], 'English': ['existence, reality, substance']}",{'Greek': ['ὕπαρξις']},,"[{'id': 53530, 'uri': 'https://sedra.bethmardutho.org/api/word/53530.json'}]",noun,,Greek,ὕπαρξις
481,24453,"{'id': 27157, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27157.json'}",ܐܘܦܓܐܣܛܪܝܘ,"{'Greek': ['ὑπογάστριον'], 'English': ['the lower belly from the navel downwards, the paunch']}",{'Greek': ['ὑπογάστριον']},,"[{'id': 53531, 'uri': 'https://sedra.bethmardutho.org/api/word/53531.json'}]",noun,,Greek,ὑπογάστριον
482,25646,"{'id': 28395, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28395.json'}",ܐܘܦܓܪܦ,"{'Greek': ['ὑπογράφω'], 'English': ['write under']}",{'Greek': ['ὑπογράφω']},,"[{'id': 54769, 'uri': 'https://sedra.bethmardutho.org/api/word/54769.json'}]",verb,,Greek,ὑπογράφω
483,25647,"{'id': 28396, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28396.json'}",ܐܘܦܓܪܦܐ,"{'Greek': ['ὑπογραφή'], 'English': ['written accusation, outline, contour']}",{'Greek': ['ὑπογραφή']},,"[{'id': 48856, 'uri': 'https://sedra.bethmardutho.org/api/word/48856.json'}, {'id': 54770, 'uri': 'https://sedra.bethmardutho.org/api/word/54770.json'}]",noun,,Greek,ὑπογραφή
484,25649,"{'id': 28398, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28398.json'}",ܐܘܦܗܘܦܛܘܢ,{'Greek': ['ἀπὸ ὑπάτων']},{'Greek': ['ὕπατος']},,"[{'id': 48861, 'uri': 'https://sedra.bethmardutho.org/api/word/48861.json'}, {'id': 54772, 'uri': 'https://sedra.bethmardutho.org/api/word/54772.json'}]",noun,,Greek,ὕπατος
485,30096,"{'id': 32971, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/32971.json'}",ܐܘܦܗܘܦܝܛܘܢ,{'English': ['ex-consul']},{'Greek': ['ὕπατος']},,"[{'id': 59345, 'uri': 'https://sedra.bethmardutho.org/api/word/59345.json'}]",noun,,Greek,ὕπατος
486,25650,"{'id': 28399, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28399.json'}",ܐܘܦܗܘܦܩܪܘܢ,{'Greek': ['ἀπὸ ὑπάρχων']},{'Greek': ['ὕπαρχος']},,"[{'id': 54773, 'uri': 'https://sedra.bethmardutho.org/api/word/54773.json'}]",noun,,Greek,ὕπαρχος
487,25651,"{'id': 28400, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28400.json'}",ܐܘܦܗܘܦܪܟܘܢ,"{'Greek': ['ἀπὸ ὑπάρχων'], 'English': ['subordinate commander, lieutenant']}",{'Greek': ['ὕπαρχος']},,"[{'id': 54774, 'uri': 'https://sedra.bethmardutho.org/api/word/54774.json'}]",noun,,Greek,ὕπαρχος
488,25652,"{'id': 28401, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28401.json'}",ܐܘܦܗܠܝܐ,"{'Greek': ['ώφελία, ώφέλεια'], 'English': ['help, aid, succour']}",{'Greek': ['ώφέλεια']},,"[{'id': 48863, 'uri': 'https://sedra.bethmardutho.org/api/word/48863.json'}, {'id': 54775, 'uri': 'https://sedra.bethmardutho.org/api/word/54775.json'}]",noun,,Greek,ώφέλεια
489,25653,"{'id': 28402, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28402.json'}",ܐܘܦܗܦܛܘܢ,"{'Greek': ['ὑποφήτης'], 'English': ['suggester, interpreter, expounder']}",{'Greek': ['ὑποφήτης']},,"[{'id': 48862, 'uri': 'https://sedra.bethmardutho.org/api/word/48862.json'}, {'id': 54776, 'uri': 'https://sedra.bethmardutho.org/api/word/54776.json'}]",noun,,Greek,ὑποφήτης
490,25655,"{'id': 28404, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28404.json'}",ܐܘܦܘܓܠܘܣܘܢ,"{'Greek': ['ὑπόγλωσσον'], 'English': ['horse-tongue, Ruscus Hypoglossum']}",{'Greek': ['ὑπόγλωσσον']},,"[{'id': 54778, 'uri': 'https://sedra.bethmardutho.org/api/word/54778.json'}]",noun,,Greek,ὑπόγλωσσον
491,25656,"{'id': 28405, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28405.json'}",ܐܘܦܘܓܠܘܣܩܘܢ,"{'Greek': ['ὑπόγλωσσον'], 'English': ['horse-tongue, Ruscus Hypoglossum']}",{'Greek': ['ὑπόγλωσσον']},,"[{'id': 54779, 'uri': 'https://sedra.bethmardutho.org/api/word/54779.json'}]",noun,,Greek,ὑπόγλωσσον
492,25657,"{'id': 28406, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28406.json'}",ܐܘܦܘܕܘܛܝܣ,"{'Greek': ['ὑποδύτης'], 'English': ['garment worn under a coat of mail']}",{'Greek': ['ὑποδύτης']},,"[{'id': 48873, 'uri': 'https://sedra.bethmardutho.org/api/word/48873.json'}, {'id': 54780, 'uri': 'https://sedra.bethmardutho.org/api/word/54780.json'}]",noun,,Greek,ὑποδύτης
493,26401,"{'id': 29202, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29202.json'}",ܐܘܦܘܕܝܐܣܛܘܠܝ,{'English': ['an accent']},{'Greek': ['ὑποδιαστολή']},,"[{'id': 55576, 'uri': 'https://sedra.bethmardutho.org/api/word/55576.json'}]",noun,,Greek,ὑποδιαστολή
494,25658,"{'id': 28407, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28407.json'}",ܐܘܦܘܕܝܐܩܘܢ,"{'Greek': ['ὑποδιάκονος'], 'English': ['underservant']}",{'Greek': ['ὑποδιάκονος']},,"[{'id': 54781, 'uri': 'https://sedra.bethmardutho.org/api/word/54781.json'}]",noun,,Greek,ὑποδιάκονος
495,26402,"{'id': 29203, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29203.json'}",ܐܘܦܘܙܘܡܐ,{'English': ['diaphragm']},{'Greek': ['ὑπόζωμα']},,"[{'id': 55577, 'uri': 'https://sedra.bethmardutho.org/api/word/55577.json'}]",noun,,Greek,ὑπόζωμα
496,25654,"{'id': 28403, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28403.json'}",ܐܘܦܘܛܠܘܛܛܝܪܘܣ,"{'Greek': ['ὑπογλωττίδος'], 'English': ['swelling on the under side of the tongue']}",{'Greek': ['ὑπογλωσσίς']},,"[{'id': 54777, 'uri': 'https://sedra.bethmardutho.org/api/word/54777.json'}]",noun,,Greek,ὑπογλωσσίς
497,25659,"{'id': 28408, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28408.json'}",ܐܘܦܘܟܘܡܐ,"{'Greek': ['ὑπόχυμα'], 'English': ['cataract (in the eye)']}",{'Greek': ['ὑπόχυμα']},,"[{'id': 48884, 'uri': 'https://sedra.bethmardutho.org/api/word/48884.json'}, {'id': 54782, 'uri': 'https://sedra.bethmardutho.org/api/word/54782.json'}]",noun,,Greek,ὑπόχυμα
498,25660,"{'id': 28409, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28409.json'}",ܐܘܦܘܟܘܢܕܪܝܘܢ,"{'Greek': ['ὑποχόνδριον'], 'English': ['under the cartilage of the breastbone']}",{'Greek': ['ὑποχόνδριος']},,"[{'id': 54783, 'uri': 'https://sedra.bethmardutho.org/api/word/54783.json'}]",noun,,Greek,ὑποχόνδριος
499,25661,"{'id': 28410, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28410.json'}",ܐܘܦܘܠܘܡܘܪܦܘܣ,"{'Greek': ['ὁ πολύμορφος'], 'English': ['multiform, manifold, versatile, of irregular shape']}",{'Greek': ['πολύμορφος']},,"[{'id': 54784, 'uri': 'https://sedra.bethmardutho.org/api/word/54784.json'}]",adjective,,Greek,πολύμορφος
500,25662,"{'id': 28411, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28411.json'}",ܐܘܦܘܠܘܣܝܣ,"{'Greek': ['ὑπόλυσις'], 'English': ['relaxing underneath']}",{'Greek': ['ὑπόλυσις']},,"[{'id': 48870, 'uri': 'https://sedra.bethmardutho.org/api/word/48870.json'}, {'id': 54785, 'uri': 'https://sedra.bethmardutho.org/api/word/54785.json'}]",noun,,Greek,ὑπόλυσις
501,20511,"{'id': 22553, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/22553.json'}",ܐܘܦܘܠܝܛܘܣ,[],{'Greek': ['ὑπολύω']},,"[{'id': 48928, 'uri': 'https://sedra.bethmardutho.org/api/word/48928.json'}]",noun,,Greek,ὑπολύω
502,20483,"{'id': 22497, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/22497.json'}",ܐܘܦܘܡܢܝܡܐܛܐ,"{'English': ['reminder, memorial, reminder, mention, draft or copy of a letter, memorial, petition, addressed to a magistrate'], 'Greek': ['ὑπομνήματα']}",{'Greek': ['ὑπόμνημα']},,"[{'id': 48872, 'uri': 'https://sedra.bethmardutho.org/api/word/48872.json'}, {'id': 54786, 'uri': 'https://sedra.bethmardutho.org/api/word/54786.json'}]",noun,,Greek,ὑπόμνημα
503,25663,"{'id': 28413, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28413.json'}",ܐܘܦܘܡܢܝܣܛܝܩܘܢ,"{'Greek': ['ὑπομνηστικόν'], 'English': ['awakening the recollection, suggestive']}",{'Greek': ['ὑπομνηστικός']},,"[{'id': 54787, 'uri': 'https://sedra.bethmardutho.org/api/word/54787.json'}]",noun,,Greek,ὑπομνηστικός
504,25664,"{'id': 28414, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28414.json'}",ܐܘܦܘܡܦܗܠܘܣ,"{'Greek': ['ὁ πομφόλυξ'], 'English': ['bubble, boss of a shield, ornament for the head worn by women, zinc oxide']}",{'Greek': ['πομφόλυξ']},,"[{'id': 54788, 'uri': 'https://sedra.bethmardutho.org/api/word/54788.json'}]",noun,,Greek,πομφόλυξ
505,25665,"{'id': 28415, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28415.json'}",ܐܘܦܘܢܘܡܐ,"{'Greek': ['ὑπόνομος'], 'English': ['undermined, underground, underground passage, mine, waterpipe, conduit, sewer']}",{'Greek': ['ὑπόνομος']},,"[{'id': 48886, 'uri': 'https://sedra.bethmardutho.org/api/word/48886.json'}, {'id': 54789, 'uri': 'https://sedra.bethmardutho.org/api/word/54789.json'}]",noun,,Greek,ὑπόνομος
506,25666,"{'id': 28416, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28416.json'}",ܐܘܦܘܢܝܛܪܘܢ,"{'Greek': ['ἀφρόνιτρον'], 'English': ['native sodium carbonate']}",{'Greek': ['ἀφρόνιτρον']},,"[{'id': 54790, 'uri': 'https://sedra.bethmardutho.org/api/word/54790.json'}]",noun,,Greek,ἀφρόνιτρον
507,25667,"{'id': 28417, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28417.json'}",ܐܘܦܘܣ,"{'Greek': ['ὀπός'], 'English': ['juice']}",{'Greek': ['ὀπός']},,"[{'id': 48878, 'uri': 'https://sedra.bethmardutho.org/api/word/48878.json'}, {'id': 54791, 'uri': 'https://sedra.bethmardutho.org/api/word/54791.json'}]",noun,,Greek,ὀπός
509,25669,"{'id': 28419, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28419.json'}",ܐܘܦܘܣܘܪܡܐܛܐ,"{'Greek': ['ἀποσύρματα'], 'English': ['that which is peeled cff, abrasion']}",{'Greek': ['ἀπόσυρμα']},,"[{'id': 48876, 'uri': 'https://sedra.bethmardutho.org/api/word/48876.json'}, {'id': 54793, 'uri': 'https://sedra.bethmardutho.org/api/word/54793.json'}]",noun,,Greek,ἀπόσυρμα
510,25670,"{'id': 28420, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28420.json'}",ܐܘܦܘܣܛܣܝܣ,"{'Greek': ['ὑπόστασις'], 'English': ['substance, actual existence, reality']}",{'Greek': ['ὑπόστασις']},,"[{'id': 54794, 'uri': 'https://sedra.bethmardutho.org/api/word/54794.json'}]",noun,,Greek,ὑπόστασις
511,25671,"{'id': 28421, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28421.json'}",ܐܘܦܘܣܡܗ,"{'Greek': ['ὄψομαι'], 'English': ['I will see, perceive, look']}",{'Greek': ['ὁράω']},,"[{'id': 48899, 'uri': 'https://sedra.bethmardutho.org/api/word/48899.json'}, {'id': 54795, 'uri': 'https://sedra.bethmardutho.org/api/word/54795.json'}]",verb,,Greek,ὁράω
512,20479,"{'id': 22489, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/22489.json'}",ܐܘܦܘܣܩܘܪܕܝܘܢ,"{'English': ['wild garlic, Allium scorodoprasum'], 'Greek': ['ὀφιοσκόρδιον']}",{'Greek': ['ὀφιοσκόροδον']},,"[{'id': 48864, 'uri': 'https://sedra.bethmardutho.org/api/word/48864.json'}, {'id': 54796, 'uri': 'https://sedra.bethmardutho.org/api/word/54796.json'}]",noun,,Greek,ὀφιοσκόροδον
513,25672,"{'id': 28423, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28423.json'}",ܐܘܦܘܦܝܐ,"{'Greek': ['ὑπώπια'], 'English': ['the part of the face under the eyes, a blow in the face, a black eye']}",{'Greek': ['ὑπώπιον']},,"[{'id': 54797, 'uri': 'https://sedra.bethmardutho.org/api/word/54797.json'}]",noun,,Greek,ὑπώπιον
514,25673,"{'id': 28424, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28424.json'}",ܐܘܦܘܩܘܣܛܝܣ,"{'Greek': ['ὑποκιστίς'], 'English': ['hypocist, Cytinus Hypocisthis']}",{'Greek': ['ὑποκιστίς']},,"[{'id': 48920, 'uri': 'https://sedra.bethmardutho.org/api/word/48920.json'}, {'id': 54798, 'uri': 'https://sedra.bethmardutho.org/api/word/54798.json'}]",noun,,Greek,ὑποκιστίς
515,25674,"{'id': 28425, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28425.json'}",ܐܘܦܘܩܝܡܗܢܘܢ,{'Greek': ['τὸ ὑποκείμενον']},{'Greek': ['ὑπόκειμαι']},,"[{'id': 48865, 'uri': 'https://sedra.bethmardutho.org/api/word/48865.json'}, {'id': 54799, 'uri': 'https://sedra.bethmardutho.org/api/word/54799.json'}]",adjective,,Greek,ὑπόκειμαι
516,25682,"{'id': 28433, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28433.json'}",ܐܘܦܘܩܪܘܦܘ,"{'Greek': ['ἀπόκρυφοι'], 'English': ['hidden, concealed, obscure, recondite, hard to understand']}",{'Greek': ['ἀπόκρυφος']},,"[{'id': 54807, 'uri': 'https://sedra.bethmardutho.org/api/word/54807.json'}]",adjective,,Greek,ἀπόκρυφος
517,25675,"{'id': 28426, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28426.json'}",ܐܘܦܘܩܪܝܣܝܣ,"{'Greek': ['ἀπόκρισις'], 'English': ['a separating, an answer']}",{'Greek': ['ἀπόκρισις']},,"[{'id': 54800, 'uri': 'https://sedra.bethmardutho.org/api/word/54800.json'}]",noun,,Greek,ἀπόκρισις
518,25676,"{'id': 28427, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28427.json'}",ܐܘܦܘܪܦܝܘܠܐܩܝܘܢ,"{'Greek': ['ὀπωροφυλάκιον'], 'English': ['hut of a garden-watcher']}",{'Greek': ['ὀπωροφυλάκιον']},,"[{'id': 48877, 'uri': 'https://sedra.bethmardutho.org/api/word/48877.json'}, {'id': 54801, 'uri': 'https://sedra.bethmardutho.org/api/word/54801.json'}]",noun,,Greek,ὀπωροφυλάκιον
519,25677,"{'id': 28428, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28428.json'}",ܐܘܦܘܬܐ,{'Greek': ['ὑπόθεσις']},{'Greek': ['ὑπόθεσις']},,"[{'id': 48871, 'uri': 'https://sedra.bethmardutho.org/api/word/48871.json'}, {'id': 54802, 'uri': 'https://sedra.bethmardutho.org/api/word/54802.json'}]",noun,,Greek,ὑπόθεσις
520,25678,"{'id': 28429, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28429.json'}",ܐܘܦܘܬܐܣܝܣ,{'Greek': ['ὑπόθεσις']},{'Greek': ['ὑπόθεσις']},,"[{'id': 48925, 'uri': 'https://sedra.bethmardutho.org/api/word/48925.json'}, {'id': 54803, 'uri': 'https://sedra.bethmardutho.org/api/word/54803.json'}]",noun,,Greek,ὑπόθεσις
521,25679,"{'id': 28430, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28430.json'}",ܐܘܦܘܬܝܩܝ,"{'Greek': ['ὑποθήκη'], 'English': ['suggestion, counsel, warning, pledge, deposit, mortgage']}",{'Greek': ['ὑποθήκη']},,"[{'id': 48866, 'uri': 'https://sedra.bethmardutho.org/api/word/48866.json'}, {'id': 54804, 'uri': 'https://sedra.bethmardutho.org/api/word/54804.json'}]",noun,,Greek,ὑποθήκη
522,25681,"{'id': 28432, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28432.json'}",ܐܘܦܛܐܣܝܣ,"{'Greek': ['ὑπότασις'], 'English': ['a stretching under']}",{'Greek': ['ὑπότασις']},,"[{'id': 54806, 'uri': 'https://sedra.bethmardutho.org/api/word/54806.json'}]",noun,,Greek,ὑπότασις
523,25683,"{'id': 28434, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28434.json'}",ܐܘܦܛܘܣ,"{'Greek': ['ὕπατος'], 'English': ['consul']}",{'Greek': ['ὕπατος']},,"[{'id': 54808, 'uri': 'https://sedra.bethmardutho.org/api/word/54808.json'}]",noun,,Greek,ὕπατος
524,25686,"{'id': 28437, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28437.json'}",ܐܘܦܛܝܩܐ,"{'Greek': ['ὑπατική'], 'English': ['of or for a consul, consular']}",{'Greek': ['ὑπατική']},,"[{'id': 54811, 'uri': 'https://sedra.bethmardutho.org/api/word/54811.json'}]",noun,,Greek,ὑπατική
525,25687,"{'id': 28438, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28438.json'}",ܐܘܦܛܪܝܘܢ,"{'Greek': ['εὐπατόριον'], 'English': ['Agrimonia Eupatorium, agrimony']}",{'Greek': ['εὐπατόριον']},,"[{'id': 54812, 'uri': 'https://sedra.bethmardutho.org/api/word/54812.json'}]",noun,,Greek,εὐπατόριον
526,25688,"{'id': 28439, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28439.json'}",ܐܘܦܛܪܝܩܘܢ,"{'Greek': ['ὄστρακον'], 'English': ['earthen vessel, the hard shell of snails, mussels, cuttle-fishes, tortoises']}",{'Greek': ['ὄστρακον']},,"[{'id': 48880, 'uri': 'https://sedra.bethmardutho.org/api/word/48880.json'}, {'id': 54813, 'uri': 'https://sedra.bethmardutho.org/api/word/54813.json'}]",noun,,Greek,ὄστρακον
527,25689,"{'id': 28440, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28440.json'}",ܐܘܦܝܘܢ,"{'Greek': ['ὄπιον'], 'English': ['poppy-juice, opium']}",{'Greek': ['ὄπιον']},,"[{'id': 54814, 'uri': 'https://sedra.bethmardutho.org/api/word/54814.json'}]",noun,,Greek,ὄπιον
528,25690,"{'id': 28441, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28441.json'}",ܐܘܦܝܘܣ,"{'Greek': ['ὄφεως'], 'English': ['serpent']}",{'Greek': ['ὄφις']},,"[{'id': 54815, 'uri': 'https://sedra.bethmardutho.org/api/word/54815.json'}]",noun,,Greek,ὄφις
529,25691,"{'id': 28442, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28442.json'}",ܐܘܦܝܘܣܩܪܕܘܢ,"{'Greek': ['ὀφιοσκόροδον'], 'English': ['wild garlic, Allium scorodoprasum']}",{'Greek': ['ὀφιοσκόροδον']},,"[{'id': 54816, 'uri': 'https://sedra.bethmardutho.org/api/word/54816.json'}]",noun,,Greek,ὀφιοσκόροδον
530,25693,"{'id': 28444, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28444.json'}",ܐܘܦܝܡܘܣ,"{'Greek': ['εὔφημος'], 'English': ['uttering sounds, in positive sense, fair-sounding, auspicious of good omen, laudatory,']}",{'Greek': ['εὔφημος']},,"[{'id': 54818, 'uri': 'https://sedra.bethmardutho.org/api/word/54818.json'}]",adjective,,Greek,εὔφημος
531,26408,"{'id': 29209, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29209.json'}",ܐܘܦܝܢܗܡܝܐ,{'English': ['wind eggs']},{'Greek': ['ὑπηνέμιος']},,"[{'id': 55583, 'uri': 'https://sedra.bethmardutho.org/api/word/55583.json'}]",noun,,Greek,ὑπηνέμιος
532,25697,"{'id': 28448, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28448.json'}",ܐܘܦܝܣ,"{'Greek': ['ὄφις'], 'English': ['serpent']}",{'Greek': ['ὄφις']},,"[{'id': 48887, 'uri': 'https://sedra.bethmardutho.org/api/word/48887.json'}, {'id': 54822, 'uri': 'https://sedra.bethmardutho.org/api/word/54822.json'}]",noun,,Greek,ὄφις
533,25698,"{'id': 28449, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28449.json'}",ܐܘܦܝܣܐ,"{'Greek': ['ὄπις'], 'English': ['the vengeance, a taking vengeance, avenging, revenge']}",{'Greek': ['ὄπις']},,"[{'id': 48889, 'uri': 'https://sedra.bethmardutho.org/api/word/48889.json'}, {'id': 54823, 'uri': 'https://sedra.bethmardutho.org/api/word/54823.json'}]",noun,,Greek,ὄπις
534,25699,"{'id': 28450, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28450.json'}",ܐܘܦܝܣܘ,"{'Greek': ['ὀπίσω'], 'English': ['(of Place) backwards, (of Time) hereafter']}",{'Greek': ['ὀπίσω']},,"[{'id': 48888, 'uri': 'https://sedra.bethmardutho.org/api/word/48888.json'}, {'id': 54824, 'uri': 'https://sedra.bethmardutho.org/api/word/54824.json'}]",adverb,,Greek,ὀπίσω
535,20503,"{'id': 22538, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/22538.json'}",ܐܘܦܝܣܬܘܛܘܢܘܣ,"{'Greek': ['ὀπισθότονος'], 'English': ['drawn backwards']}",{'Greek': ['ὀπισθότονος']},,"[{'id': 48913, 'uri': 'https://sedra.bethmardutho.org/api/word/48913.json'}, {'id': 54825, 'uri': 'https://sedra.bethmardutho.org/api/word/54825.json'}]",noun,,Greek,ὀπισθότονος
